brand;model_year;milage;fuel_type;engine;transmission;ext_col;int_col;accident;clean_title;price_dollar;horsepower;cylinders;age;milage_k;log_price;accident_bin
Ford;2018;92000;Diesel;250.0HP 3.0L V6 Cylinder Engine Diesel Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;36500;250;6;7;92;10.505067539570582;1
Audi;2017;39000;Gasoline;333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;35000;333;6;8;39;10.46310334047155;1
RAM;2017;67483;Gasoline;410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Brown;Beige;At least 1 accident or damage reported;Yes;46500;410;8;8;67;10.747207591575448;1
Tesla;2015;62089;Electric;329.0HP Electric Motor Electric Fuel System;Automatic;Black;Beige;None reported;Yes;29975;329;0;10;62;10.308118979895715;0
Audi;2017;54300;Gasoline;605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;53500;605;8;8;54;10.887436932884098;0
Hyundai;2022;30565;Hybrid;192.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid;Automatic;Gray;Black;None reported;Yes;29000;192;4;3;31;10.275051108968611;0
Audi;2016;142666;Gasoline;450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;22000;450;8;9;143;9.998797732340453;1
Ford;2009;166200;Gasoline;207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gray;At least 1 accident or damage reported;Yes;6999;207;6;16;166;8.85352256068954;1
INFINITI;2015;88977;Hybrid;354.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid;Automatic;Gray;Black;At least 1 accident or damage reported;Yes;19977;354;6;10;89;9.902336890778733;1
BMW;2011;114890;Gasoline;414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;20990;414;8;14;115;9.951801412814678;0
Mercedes-Benz;2009;171000;Gasoline;268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;4750;268;6;16;171;8.465899897028686;1
Chevrolet;2014;97579;Gasoline;323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;15000;323;6;11;98;9.615805480084347;1
Mazda;2017;52000;Gasoline;155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Manual;Black;Black;At least 1 accident or damage reported;Yes;20500;155;4;8;52;9.9281801651265;1
MINI;2016;41680;Gasoline;189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;17495;189;4;9;42;9.769670404801788;0
BMW;2019;50000;Gasoline;335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gold;None reported;Yes;43000;335;6;6;50;10.668955394675699;0
Audi;2005;153000;Gasoline;250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel;Manual;Blue;Blue;At least 1 accident or damage reported;Yes;6500;250;6;20;153;8.779557455883728;1
Hyundai;2015;116612;Gasoline;311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;White;White;At least 1 accident or damage reported;Yes;12700;311;6;10;117;9.449357272446683;1
Audi;2018;72000;Gasoline;354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;At least 1 accident or damage reported;Yes;30000;354;6;7;72;10.308952660644293;1
Audi;2019;39000;Hybrid;335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;Black;Brown;None reported;Yes;50000;335;6;6;39;10.819778284410283;0
Lincoln;2008;149000;Gasoline;300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Gold;Beige;None reported;Yes;10099;300;8;17;149;9.220191688026556;0
BMW;2018;19300;Gasoline;425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Manual;White;Silver;None reported;Yes;64000;425;6;7;19;11.06663836234181;0
Chevrolet;2023;3273;Gasoline;490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Red;None reported;Yes;78999;490;8;2;3;11.277190473141195;0
Ford;2017;74349;Gasoline;375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;–;None reported;Yes;36000;375;6;8;74;10.491274217438248;0
Ford;2019;85000;Diesel;450.0HP 6.7L 8 Cylinder Engine Diesel Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;55000;450;8;6;85;10.915088464214607;1
Ferrari;2022;2250;Gasoline;611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Blue;None reported;Yes;259500;611;8;3;2;12.46651198158808;0
Mercedes-Benz;2017;46100;Gasoline;362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;At least 1 accident or damage reported;Yes;33000;362;6;8;46;10.404262840448617;1
Hyundai;2019;49500;Gasoline;185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Automatic;Silver;Gray;None reported;Yes;28000;185;4;6;50;10.239959789157341;0
Mercedes-Benz;2012;31130;Gasoline;302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;23500;302;6;13;31;10.06475570013225;0
Ford;2008;149460;Diesel;350.0HP 6.4L 8 Cylinder Engine Diesel Fuel;Automatic;Blue;Gray;At least 1 accident or damage reported;Yes;12240;350;8;17;149;9.412464556066316;1
Ford;2021;48000;E85 Flex Fuel;275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability;Automatic;White;Gray;None reported;Yes;57000;275;6;4;48;10.950806546816688;0
Mercedes-Benz;2013;98000;Gasoline;248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;At least 1 accident or damage reported;Yes;15500;248;6;12;98;9.648595302907339;1
Chevrolet;2006;60000;Gasoline;325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel;Automatic;Brown;Brown;At least 1 accident or damage reported;Yes;24950;325;8;19;60;10.124629101179664;1
Chevrolet;2014;169500;E85 Flex Fuel;320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability;Automatic;Purple;Brown;None reported;Yes;15000;320;8;11;170;9.615805480084347;0
Mitsubishi;2008;189500;Gasoline;162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Manual;Red;Black;None reported;Yes;6000;162;4;17;190;8.699514748210191;0
Toyota;2016;91000;Gasoline;381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Brown;None reported;Yes;68500;381;8;9;91;11.134589024250317;0
Toyota;2004;229450;Gasoline;240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;None reported;Yes;8250;240;8;21;229;9.017968479328726;0
Audi;2014;49098;Gasoline;450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;44900;450;8;11;49;10.712193073730345;1
Porsche;2010;62743;Gasoline;400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Gray;None reported;Yes;28600;400;8;15;63;10.261161996807944;0
BMW;2021;24300;Hybrid;382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;Gray;Beige;None reported;Yes;49999;382;6;4;24;10.81975828421028;0
Cadillac;2010;104000;E85 Flex Fuel;403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability;Automatic;Gray;–;None reported;Yes;19500;403;8;15;104;9.878169744551839;0
Toyota;2001;231581;Gasoline;220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Beige;Beige;None reported;Yes;4300;220;6;24;232;8.366370301681654;0
Ford;2019;81000;Gasoline;375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;None reported;Yes;38500;375;6;6;81;10.558413520275876;0
Mazda;2020;78700;Gasoline;187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;18000;187;4;5;79;9.798127036878302;0
Kia;2015;109580;Gasoline;192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Automatic;Red;Black;At least 1 accident or damage reported;Yes;11900;192;4;10;110;9.38429367909962;1
Lexus;2009;178000;Gasoline;270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;At least 1 accident or damage reported;Yes;4500;270;6;16;178;8.411832675758411;1
Mercedes-Benz;2017;106000;Gasoline;362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;25900;362;6;8;106;10.16199824768763;0
Audi;2019;28211;Gasoline;184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;At least 1 accident or damage reported;Yes;27500;184;4;6;28;10.221941283654663;1
Mercedes-Benz;2016;88600;Gasoline;208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;16800;208;4;9;89;9.72913416539135;1
BMW;2018;45090;Plug-In Hybrid;313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas;Automatic;Gray;Black;At least 1 accident or damage reported;Yes;30750;313;4;7;45;10.333645273234664;1
Mercedes-Benz;2003;33272;Gasoline;192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel;Automatic;Red;Gray;At least 1 accident or damage reported;Yes;11900;192;4;22;33;9.38429367909962;1
Jeep;2003;71000;Gasoline;150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Manual;Red;Gray;None reported;Yes;12499;150;4;22;71;9.433403920090221;0
Land;2012;141525;Gasoline;375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;14490;375;8;13;142;9.581214035314728;0
Jaguar;2007;50000;Gasoline;420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;At least 1 accident or damage reported;Yes;21900;420;8;18;50;9.994241915804592;1
BMW;2020;29140;Gasoline;425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Manual;Orange;Orange;None reported;Yes;71995;425;6;5;29;11.184351951142371;0
BMW;2022;9000;Hybrid;382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;White;Red;None reported;Yes;56900;382;6;3;9;10.949050620114422;0
BMW;2013;36750;Gasoline;445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;35999;445;8;12;37;10.49124643927466;0
Mercedes-Benz;2007;49626;Gasoline;228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;White;–;None reported;Yes;12000;228;6;18;50;9.392661928770137;0
Jeep;2017;45000;Gasoline;172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;At least 1 accident or damage reported;Yes;16500;172;4;8;45;9.711115659888671;1
Toyota;2019;69350;Hybrid;306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid;Automatic;Black;Gray;None reported;Yes;36000;306;6;6;69;10.491274217438248;0
BMW;1999;184700;Gasoline;240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel;Manual;Blue;Gray;None reported;Yes;36950;240;6;26;185;10.517320926376348;0
Maserati;2018;57500;Gasoline;424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Brown;None reported;Yes;41900;424;6;7;58;10.643041105910228;0
Acura;2021;29000;Gasoline;272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;39650;272;4;4;29;10.587846227062993;0
Mercedes-Benz;2015;61675;Gasoline;208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;At least 1 accident or damage reported;Yes;19000;208;4;10;62;9.852194258148577;1
Mercedes-Benz;2021;33300;Diesel;188.0HP 3.0L V6 Cylinder Engine Diesel Fuel;Automatic;White;Black;None reported;Yes;45000;188;6;4;33;10.714417768752456;0
Cadillac;2014;62950;Gasoline;304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Gray;At least 1 accident or damage reported;Yes;17498;304;6;11;63;9.76984186766621;1
Chevrolet;2015;56675;Gasoline;323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;19750;323;6;10;57;9.890908770329268;0
Porsche;2013;92000;Gasoline;400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel;Automatic;Green;Gray;None reported;Yes;23000;400;8;12;92;10.043249494911286;0
Dodge;2005;96000;Gasoline;340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gold;At least 1 accident or damage reported;Yes;12000;340;8;20;96;9.392661928770137;1
INFINITI;2014;33500;Gasoline;330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;23000;330;6;11;34;10.043249494911286;0
Land;2020;16754;Gasoline;557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;White;White;None reported;Yes;112000;557;8;5;17;11.626254150277232;0
Toyota;2007;53249;Hybrid;147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid;Automatic;Silver;Gray;At least 1 accident or damage reported;Yes;9250;147;4;18;53;9.132378830506472;1
GMC;2016;119000;Gasoline;281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Gold;Brown;None reported;Yes;12500;281;6;9;119;9.433483923290392;0
RAM;2017;86000;Diesel;350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel;Automatic;Gray;Gray;At least 1 accident or damage reported;Yes;41000;350;6;8;86;10.621327345686446;1
RAM;2014;177000;Diesel;385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel;Automatic;Black;–;At least 1 accident or damage reported;Yes;40500;385;6;11;177;10.60905725309463;1
Mercedes-Benz;2013;93500;Gasoline;362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;15900;362;8;12;94;9.674074388208323;1
BMW;2018;47700;Gasoline;600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Red;White;At least 1 accident or damage reported;Yes;54999;600;8;7;48;10.915070282231135;1
Buick;2005;147589;Gasoline;275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;At least 1 accident or damage reported;Yes;2800;275;6;20;148;7.937374696163295;1
Cadillac;2013;95570;E85 Flex Fuel;403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability;Automatic;Black;Black;At least 1 accident or damage reported;Yes;22000;403;8;12;96;9.998797732340453;1
Mercedes-Benz;2018;45791;Gasoline;463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;None reported;Yes;52000;463;8;7;46;10.858998997563564;0
INFINITI;2016;60000;Gasoline;400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Beige;At least 1 accident or damage reported;Yes;25950;400;8;9;60;10.163926888594034;1
Buick;2019;50000;Gasoline;138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;18795;138;4;6;50;9.841346155998279;0
Jeep;2010;107000;Gasoline;210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;None reported;Yes;5900;210;6;15;107;8.68270762989381;0
Mercedes-Benz;2011;60000;Gasoline;536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;37000;536;8;14;60;10.51867319162636;1
Audi;2016;55000;Gasoline;333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Brown;None reported;Yes;28000;333;6;9;55;10.239959789157341;0
Mazda;2022;4004;Gasoline;186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;25500;186;4;3;4;10.146433731146518;0
Volkswagen;2016;47144;Gasoline;292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Manual;Blue;Black;None reported;Yes;29950;292;4;9;47;10.307284603543595;0
Hyundai;2011;165454;Gasoline;306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;At least 1 accident or damage reported;Yes;4000;306;6;14;165;8.294049640102028;1
Ford;2018;98000;Gasoline;375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;–;At least 1 accident or damage reported;Yes;25500;375;6;7;98;10.146433731146518;1
Ford;2013;147191;Gasoline;305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;At least 1 accident or damage reported;Yes;12990;305;6;12;147;9.471935109664646;1
BMW;2014;53600;Gasoline;300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;25980;300;6;11;54;10.165082290224591;0
Mercedes-Benz;2020;1750;Gasoline;577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;None reported;Yes;199995;577;8;5;2;12.20604764521767;0
Dodge;2020;2750;Gasoline;797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Orange;Black;None reported;Yes;104500;797;8;5;3;11.556942350387002;0
Porsche;2013;40800;Gasoline;265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel;Automatic;Brown;Beige;None reported;Yes;35500;265;6;12;41;10.477287975463508;0
Ford;2010;87500;Gasoline;315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;Red;Black;At least 1 accident or damage reported;Yes;14900;315;8;15;88;9.60911649193355;1
Chevrolet;2020;93000;Gasoline;355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;38500;355;8;5;93;10.558413520275876;0
BMW;2018;31090;Gasoline;600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Green;Black;At least 1 accident or damage reported;Yes;68000;600;8;7;31;11.127262984158243;1
Audi;2015;73000;Diesel;240.0HP 3.0L V6 Cylinder Engine Diesel Fuel;Automatic;White;Gray;None reported;Yes;34000;240;6;10;73;10.4341158035983;0
Genesis;2020;23600;Gasoline;311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Gray;None reported;Yes;31900;311;6;5;24;10.370361288772935;0
BMW;2019;20500;Gasoline;560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;None reported;Yes;67900;560;8;6;20;11.125791313546788;0
Ford;2013;57912;Gasoline;305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel;Manual;Black;Black;At least 1 accident or damage reported;Yes;18750;305;6;12;58;9.838949031398556;1
BMW;2009;35000;Gasoline;360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;18500;360;8;16;35;9.825526011066415;0
Nissan;2023;7089;Electric;214.0HP Electric Motor Electric Fuel System;Automatic;Black;Black;At least 1 accident or damage reported;Yes;29895;214;0;2;7;10.305446521315005;1
Lincoln;2022;13750;Gasoline;440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;79999;440;6;3;14;11.289769413577893;0
Mercedes-Benz;2015;13300;Gasoline;449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;62500;449;8;10;13;11.042921835724492;0
Audi;2020;27100;Hybrid;335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;White;Black;None reported;Yes;50000;335;6;5;27;10.819778284410283;0
Ford;2017;89352;Gasoline;310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;20989;310;4;8;89;9.951753769945617;1
Chevrolet;2018;100000;Gasoline;153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;8500;153;4;7;100;9.047821442478408;1
Land;2020;16000;Hybrid;395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;Silver;Black;None reported;Yes;75500;395;6;5;16;11.231887935237117;0
Land;2023;15200;Gasoline;296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;62999;296;4;2;15;11.050874132231819;0
BMW;2012;39960;Gasoline;400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Manual;White;Brown;None reported;Yes;38995;400;8;13;40;10.571188711764599;0
Ford;2008;119000;Gasoline;210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;13500;210;6;17;119;9.51044496442652;1
Mazda;2014;118500;Gasoline;155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Manual;Silver;Black;At least 1 accident or damage reported;Yes;11500;155;4;11;118;9.350102314351341;1
Kia;2021;8288;Gasoline;365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;45899;365;6;4;8;10.734198609318932;0
Chevrolet;2023;2950;Gasoline;650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Red;Gray;None reported;Yes;74500;650;8;2;3;11.218554404367652;0
Mercedes-Benz;2017;73000;Gasoline;563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;78000;563;8;8;73;11.26446410567173;1
Ford;2005;82000;Gasoline;280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel;Automatic;Gold;White;None reported;Yes;14900;280;8;20;82;9.60911649193355;0
GMC;2017;49105;Gasoline;420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;39750;420;8;8;49;10.590365120082478;0
Kia;2023;5500;Gasoline;291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;None reported;Yes;40000;291;6;2;6;10.596634733096073;0
Chevrolet;2005;36700;Gasoline;400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel;Manual;Blue;Black;None reported;Yes;26000;400;8;20;37;10.165851817003619;0
BMW;2014;40000;Gasoline;445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;34000;445;8;11;40;10.4341158035983;0
GMC;2015;74864;Gasoline;288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Beige;None reported;Yes;19780;288;6;10;75;9.892426605176704;0
Cadillac;2021;15350;Gasoline;420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;93500;420;8;4;15;11.44571671527678;0
Nissan;2010;46100;Gasoline;485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;None reported;Yes;72999;485;6;15;46;11.198201021406565;0
Toyota;2018;61454;Gasoline;295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Gray;None reported;Yes;31000;295;6;7;61;10.341742483467284;0
BMW;2020;45241;Gasoline;335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Brown;None reported;Yes;54500;335;6;5;45;10.905955980651335;0
INFINITI;2018;48000;Gasoline;295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;27000;295;6;7;48;10.203592144986466;0
Lexus;2010;68500;Gasoline;204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel;Manual;Black;Beige;None reported;Yes;18500;204;6;15;68;9.825526011066415;0
Dodge;2014;92861;Gasoline;375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Red;None reported;Yes;19750;375;8;11;93;9.890908770329268;0
Hyundai;2016;72000;Gasoline;429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;21400;429;8;9;72;9.971146201009942;0
Lamborghini;2019;6929;Gasoline;759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;None reported;Yes;649999;759;12;6;7;13.384726103409099;0
Ford;2003;83000;Gasoline;260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;None reported;Yes;10500;260;8;22;83;9.259130536145614;0
Toyota;2023;8200;Hybrid;437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid;Automatic;Brown;Black;None reported;Yes;78900;437;6;2;8;11.275936506833965;0
Maserati;2015;32000;Gasoline;454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Beige;Brown;None reported;Yes;36000;454;8;10;32;10.491274217438248;0
BMW;2013;61145;Gasoline;560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;At least 1 accident or damage reported;Yes;37500;560;8;12;61;10.532096211958502;1
Ford;2011;152000;Gasoline;365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Brown;Beige;None reported;Yes;14000;365;6;14;152;9.546812608597396;0
Audi;2012;129567;Gasoline;211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;7000;211;4;13;130;8.85366542803745;0
BMW;2019;36000;Gasoline;335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;At least 1 accident or damage reported;Yes;41995;335;6;6;36;10.645305842559727;1
BMW;2009;92008;Gasoline;300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;12500;300;6;16;92;9.433483923290392;0
Ford;1998;63900;Gasoline;150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Gray;None reported;Yes;10300;150;6;27;64;9.239899174217728;0
Toyota;2012;150900;Gasoline;381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Gray;None reported;Yes;17500;381;8;13;151;9.769956159911606;0
Audi;2021;14750;Hybrid;335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;Silver;Black;None reported;Yes;61059;335;6;4;15;11.019595888820989;0
Subaru;2015;52500;Gasoline;268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Manual;Gray;Black;None reported;Yes;23000;268;4;10;52;10.043249494911286;0
Chevrolet;2017;207571;Gasoline;355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;21000;355;8;8;208;9.95227771670556;1
INFINITI;2020;39000;Gasoline;295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;None reported;Yes;29900;295;6;5;39;10.305613759378778;0
INFINITI;2017;93500;Gasoline;295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;16000;295;6;8;94;9.680344001221918;0
BMW;2018;7200;Gasoline;425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;64000;425;6;7;7;11.06663836234181;0
Land;2023;8421;Hybrid;395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid;Automatic;Black;White;None reported;Yes;90000;395;6;2;8;11.407564949312402;0
Volvo;2023;17000;Electric;402.0HP Electric Motor Electric Fuel System;Automatic;Gray;Blue;None reported;Yes;54900;402;0;2;17;10.913268627497622;0
Mercedes-Benz;2011;41314;Gasoline;382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel;Automatic;Red;White;At least 1 accident or damage reported;Yes;30999;382;8;14;41;10.341710224882465;1
Land;2020;49899;Gasoline;518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Black;At least 1 accident or damage reported;Yes;64500;518;8;5;50;11.074420502783864;1
